Weight,City,State,Temperature,Season,Income_Level,Stress_Level,Sleep_Hours,Work_Life_Balance,Context,Recommended_Food
62,Srinagar,Jammu and Kashmir,15,Summer,Low,High,4,Good,Rural,Rajma Chawal
99,Hyderabad,Telangana,19,Summer,High,High,6,Average,Rural,Aam Panna
97,Varanasi,Uttar Pradesh,31,Summer,Low,Low,7,Excellent,Urban,Aloo Gobi
70,Bangalore,Karnataka,40,Summer,Low,Low,7,Average,Urban,Aloo Gobi
75,Kolkata,West Bengal,16,Summer,Medium,High,8,Average,Rural,Curd Rice
85,Kolkata,West Bengal,20,Monsoon,Low,Medium,7,Excellent,Urban,Pakoras with Chai
67,Ludhiana,Punjab,22,Summer,Medium,Low,7,Average,Rural,Paneer Butter Masala
71,Varanasi,Uttar Pradesh,19,Winter,Low,Medium,8,Average,Urban,Mutton Rogan Josh
79,Visakhapatnam,Andhra Pradesh,34,Autumn,High,Medium,5,Poor,Rural,Roti with Dal Tadka
81,Surat,Gujarat,42,Autumn,Low,Medium,6,Poor,Rural,Vegetable Pulao
93,Chandigarh,Chandigarh,40,Monsoon,High,High,8,Poor,Rural,Corn on the Cob (Bhutta)
75,Indore,Madhya Pradesh,19,Summer,Low,High,4,Average,Urban,Paneer Butter Masala
64,Hyderabad,Telangana,37,Winter,Low,Low,9,Poor,Rural,Tandoori Chicken Salad
52,Guwahati,Assam,38,Autumn,Low,Medium,8,Excellent,Urban,Roti with Dal Tadka
56,Ahmedabad,Gujarat,30,Monsoon,High,Low,4,Average,Rural,Corn on the Cob (Bhutta)
82,Pune,Maharashtra,19,Winter,High,High,5,Excellent,Urban,Mutton Rogan Josh
53,Jaipur,Rajasthan,42,Monsoon,High,High,7,Excellent,Rural,Moong Dal Khichdi
76,Visakhapatnam,Andhra Pradesh,30,Monsoon,Medium,Medium,6,Good,Rural,Chole Bhature
97,Lucknow,Uttar Pradesh,31,Monsoon,Low,High,4,Poor,Rural,Samosa
67,Varanasi,Uttar Pradesh,14,Summer,Medium,Medium,5,Good,Rural,Aam Panna
55,Mumbai,Maharashtra,17,Autumn,Medium,High,5,Excellent,Urban,Paneer Butter Masala
90,Indore,Madhya Pradesh,16,Winter,High,High,4,Poor,Urban,Gajar ka Halwa
68,Lucknow,Uttar Pradesh,23,Autumn,Low,Medium,9,Good,Rural,Roti with Dal Tadka
77,Ludhiana,Punjab,37,Summer,Medium,High,9,Good,Urban,Kulfi
57,Chennai,Tamil Nadu,29,Autumn,Medium,Medium,6,Excellent,Rural,Vegetable Pulao
99,Jaipur,Rajasthan,25,Monsoon,Low,Low,9,Good,Rural,Quinoa Upma
65,Bangalore,Karnataka,30,Monsoon,Medium,High,4,Average,Rural,Roti with Dal Tadka
70,Bangalore,Karnataka,15,Monsoon,Low,Medium,6,Good,Rural,Roti with Dal Tadka
56,Kochi,Kerala,38,Summer,Medium,Medium,8,Excellent,Urban,Paneer Butter Masala
87,Nagpur,Maharashtra,16,Summer,Medium,Low,7,Poor,Urban,Paneer Butter Masala
72,Nagpur,Maharashtra,36,Winter,Medium,Medium,5,Good,Urban,Sarson ka Saag with Makki di Roti
89,Chennai,Tamil Nadu,18,Monsoon,High,High,5,Excellent,Rural,Roti with Dal Tadka
86,Chennai,Tamil Nadu,15,Monsoon,Medium,High,8,Good,Rural,Chole Bhature
72,Patna,Bihar,10,Summer,Medium,Low,5,Good,Urban,Quinoa Upma
76,Ludhiana,Punjab,22,Summer,Low,Medium,9,Excellent,Rural,Aloo Gobi
99,Ahmedabad,Gujarat,12,Monsoon,Low,Medium,5,Excellent,Rural,Pakoras with Chai
96,Indore,Madhya Pradesh,10,Autumn,Medium,Low,5,Average,Urban,Tandoori Chicken Salad
61,Hyderabad,Telangana,25,Winter,High,High,6,Excellent,Rural,Dal Makhani
58,Bhopal,Madhya Pradesh,20,Monsoon,Low,Medium,7,Poor,Rural,Chole Bhature
94,Delhi,Delhi,28,Summer,Low,Medium,5,Average,Rural,Curd Rice
91,Indore,Madhya Pradesh,17,Monsoon,Medium,Low,5,Good,Urban,Moong Dal Khichdi
80,Srinagar,Jammu and Kashmir,21,Autumn,Medium,High,4,Poor,Urban,Roti with Dal Tadka
50,Indore,Madhya Pradesh,16,Winter,Low,Low,9,Good,Rural,Roti with Dal Tadka
97,Lucknow,Uttar Pradesh,13,Monsoon,Medium,Medium,7,Good,Urban,Roti with Dal Tadka
50,Chandigarh,Chandigarh,25,Summer,High,Medium,8,Average,Urban,Roti with Dal Tadka
68,Indore,Madhya Pradesh,26,Winter,Low,High,4,Average,Rural,Moong Dal Khichdi
66,Bhopal,Madhya Pradesh,19,Summer,Low,Medium,8,Average,Rural,Lemon Rice
59,Patna,Bihar,38,Monsoon,Low,Medium,8,Excellent,Urban,Chole Bhature
83,Ahmedabad,Gujarat,11,Summer,Low,High,8,Excellent,Rural,Vegetable Pulao
61,Varanasi,Uttar Pradesh,31,Summer,High,Medium,7,Good,Rural,Chole Bhature
83,Ahmedabad,Gujarat,13,Summer,Low,Low,5,Good,Urban,Sprout Salad
81,Ahmedabad,Gujarat,39,Winter,Low,High,4,Poor,Rural,Sarson ka Saag with Makki di Roti
73,Indore,Madhya Pradesh,28,Monsoon,Medium,Medium,9,Excellent,Urban,Samosa
56,Jaipur,Rajasthan,33,Winter,Medium,High,8,Poor,Rural,Vegetable Pulao
54,Bangalore,Karnataka,33,Monsoon,Low,Low,7,Good,Urban,Corn on the Cob (Bhutta)
56,Chandigarh,Chandigarh,31,Autumn,High,Medium,6,Good,Rural,Roti with Dal Tadka
57,Chandigarh,Chandigarh,31,Monsoon,Medium,Low,7,Excellent,Rural,Paneer Butter Masala
77,Pune,Maharashtra,28,Winter,High,Medium,4,Poor,Rural,Gajar ka Halwa
77,Varanasi,Uttar Pradesh,24,Autumn,High,Low,5,Average,Rural,Sprout Salad
52,Hyderabad,Telangana,14,Winter,Low,High,4,Excellent,Rural,Gajar ka Halwa
82,Nagpur,Maharashtra,25,Winter,Medium,High,8,Good,Rural,Kadai Paneer
56,Lucknow,Uttar Pradesh,30,Winter,Medium,High,9,Average,Rural,Moong Dal Khichdi
88,Kochi,Kerala,40,Monsoon,Medium,High,7,Excellent,Rural,Paneer Butter Masala
57,Chandigarh,Chandigarh,23,Summer,High,Low,9,Average,Urban,Tandoori Chicken Salad
57,Varanasi,Uttar Pradesh,36,Monsoon,High,Medium,4,Good,Rural,Chole Bhature
100,Delhi,Delhi,22,Summer,High,High,7,Poor,Urban,Aloo Gobi
75,Mumbai,Maharashtra,11,Summer,Medium,High,6,Poor,Urban,Chole Bhature
51,Kolkata,West Bengal,20,Monsoon,Low,Medium,7,Poor,Urban,Pakoras with Chai
80,Chandigarh,Chandigarh,25,Summer,High,Low,7,Poor,Urban,Aam Panna
96,Bhopal,Madhya Pradesh,23,Monsoon,High,Low,9,Average,Urban,Corn on the Cob (Bhutta)
57,Indore,Madhya Pradesh,42,Autumn,High,High,5,Excellent,Urban,Rajma Chawal
72,Nagpur,Maharashtra,24,Summer,Low,Low,5,Good,Rural,Aam Panna
95,Bangalore,Karnataka,18,Winter,Low,Medium,7,Average,Rural,Paneer Butter Masala
59,Nagpur,Maharashtra,40,Autumn,Medium,High,9,Good,Urban,Kadai Paneer
50,Indore,Madhya Pradesh,14,Monsoon,Low,High,9,Good,Urban,Dal Makhani
65,Agra,Uttar Pradesh,13,Monsoon,Low,Low,7,Poor,Urban,Tandoori Chicken Salad
95,Delhi,Delhi,22,Autumn,Low,Low,6,Excellent,Urban,Vegetable Pulao
81,Delhi,Delhi,31,Winter,Low,Medium,4,Good,Rural,Aloo Gobi
84,Mumbai,Maharashtra,12,Monsoon,Low,High,4,Poor,Rural,Moong Dal Khichdi
80,Srinagar,Jammu and Kashmir,11,Autumn,High,High,5,Poor,Rural,Paneer Butter Masala
98,Kolkata,West Bengal,20,Winter,High,Medium,6,Excellent,Rural,Sarson ka Saag with Makki di Roti
98,Delhi,Delhi,25,Summer,Medium,High,7,Average,Rural,Aam Panna
66,Hyderabad,Telangana,35,Summer,Low,Low,6,Excellent,Rural,Roti with Dal Tadka
51,Bhopal,Madhya Pradesh,20,Autumn,Low,High,5,Excellent,Rural,Rajma Chawal
96,Hyderabad,Telangana,35,Winter,Low,Low,8,Excellent,Rural,Gajar ka Halwa
79,Ahmedabad,Gujarat,24,Monsoon,Low,Medium,5,Excellent,Rural,Paneer Butter Masala
91,Varanasi,Uttar Pradesh,23,Autumn,High,Medium,9,Excellent,Urban,Aloo Gobi
83,Varanasi,Uttar Pradesh,14,Winter,High,Low,9,Excellent,Urban,Mutton Rogan Josh
76,Guwahati,Assam,24,Winter,Low,Low,8,Average,Rural,Quinoa Upma
93,Bhopal,Madhya Pradesh,38,Monsoon,Medium,Low,8,Average,Urban,Pakoras with Chai
96,Guwahati,Assam,34,Monsoon,Low,Medium,4,Excellent,Rural,Roti with Dal Tadka
90,Ahmedabad,Gujarat,12,Monsoon,Medium,High,8,Excellent,Urban,Vegetable Pulao
68,Kolkata,West Bengal,35,Winter,Medium,Medium,5,Good,Rural,Sarson ka Saag with Makki di Roti
96,Srinagar,Jammu and Kashmir,39,Autumn,High,High,5,Poor,Urban,Rajma Chawal
65,Srinagar,Jammu and Kashmir,16,Summer,Medium,Low,9,Average,Rural,Chole Bhature
95,Delhi,Delhi,18,Summer,Low,Medium,5,Good,Rural,Paneer Butter Masala
62,Jaipur,Rajasthan,33,Summer,Medium,High,5,Excellent,Urban,Aam Panna
81,Surat,Gujarat,39,Winter,Medium,High,9,Average,Urban,Dal Makhani
77,Kochi,Kerala,28,Summer,Low,Low,4,Excellent,Urban,Quinoa Upma
69,Kolkata,West Bengal,22,Summer,Medium,High,5,Good,Rural,Paneer Butter Masala
52,Indore,Madhya Pradesh,34,Monsoon,Medium,Medium,9,Good,Rural,Roti with Dal Tadka
79,Patna,Bihar,29,Summer,Low,Medium,7,Excellent,Urban,Roti with Dal Tadka
92,Bangalore,Karnataka,19,Winter,Low,Medium,9,Excellent,Urban,Chole Bhature
73,Jaipur,Rajasthan,24,Summer,Medium,High,7,Poor,Rural,Curd Rice
71,Kolkata,West Bengal,40,Winter,Medium,Medium,7,Good,Urban,Vegetable Pulao
71,Pune,Maharashtra,19,Winter,High,Medium,6,Good,Urban,Roti with Dal Tadka
99,Agra,Uttar Pradesh,34,Autumn,Medium,High,9,Average,Urban,Aloo Gobi
54,Guwahati,Assam,34,Summer,Low,Medium,5,Poor,Rural,Curd Rice
78,Chennai,Tamil Nadu,27,Winter,High,High,7,Good,Urban,Rajma Chawal
80,Surat,Gujarat,36,Monsoon,High,High,8,Average,Rural,Moong Dal Khichdi
72,Kolkata,West Bengal,17,Monsoon,Medium,High,7,Average,Rural,Kadai Paneer
85,Chandigarh,Chandigarh,15,Autumn,High,Medium,6,Poor,Urban,Aloo Gobi
83,Indore,Madhya Pradesh,30,Winter,Low,Low,8,Poor,Urban,Quinoa Upma
85,Srinagar,Jammu and Kashmir,20,Autumn,Low,Medium,5,Poor,Urban,Chole Bhature
87,Hyderabad,Telangana,24,Winter,Low,Low,7,Excellent,Urban,Sarson ka Saag with Makki di Roti
94,Chandigarh,Chandigarh,24,Summer,Low,Medium,6,Good,Rural,Paneer Butter Masala
63,Jaipur,Rajasthan,19,Autumn,High,Low,5,Excellent,Urban,Quinoa Upma
56,Nagpur,Maharashtra,23,Winter,Medium,Medium,9,Poor,Rural,Gajar ka Halwa
71,Kochi,Kerala,13,Winter,High,High,8,Excellent,Urban,Sarson ka Saag with Makki di Roti
54,Indore,Madhya Pradesh,31,Summer,High,High,9,Average,Rural,Aam Panna
77,Jaipur,Rajasthan,24,Summer,Medium,Medium,5,Average,Rural,Lemon Rice
71,Varanasi,Uttar Pradesh,26,Monsoon,High,Medium,8,Good,Rural,Samosa
74,Kochi,Kerala,22,Monsoon,Low,Low,8,Good,Urban,Paneer Butter Masala
71,Agra,Uttar Pradesh,22,Monsoon,Low,High,6,Poor,Urban,Dal Makhani
74,Mumbai,Maharashtra,25,Monsoon,High,Medium,4,Average,Urban,Chole Bhature
64,Jaipur,Rajasthan,42,Winter,High,Medium,9,Poor,Urban,Vegetable Pulao
56,Jaipur,Rajasthan,20,Autumn,High,Low,5,Good,Urban,Chole Bhature
63,Pune,Maharashtra,11,Summer,Medium,High,8,Excellent,Rural,Aam Panna
59,Ludhiana,Punjab,35,Summer,Medium,Medium,9,Excellent,Urban,Sprout Salad
71,Delhi,Delhi,38,Summer,High,Medium,4,Poor,Rural,Aam Panna
73,Ludhiana,Punjab,17,Summer,High,Medium,6,Average,Rural,Sprout Salad
97,Surat,Gujarat,28,Monsoon,Low,Medium,6,Average,Urban,Pakoras with Chai
52,Mumbai,Maharashtra,33,Autumn,High,Medium,8,Good,Rural,Vada Pav
86,Varanasi,Uttar Pradesh,18,Summer,Low,Medium,8,Excellent,Urban,Paneer Butter Masala
92,Ahmedabad,Gujarat,20,Autumn,High,Medium,6,Good,Urban,Vegetable Pulao
72,Surat,Gujarat,14,Monsoon,High,Low,6,Good,Urban,Roti with Dal Tadka
82,Srinagar,Jammu and Kashmir,36,Monsoon,Medium,High,9,Average,Rural,Roti with Dal Tadka
60,Chennai,Tamil Nadu,39,Monsoon,Medium,Medium,7,Average,Rural,Chole Bhature
72,Kolkata,West Bengal,22,Autumn,Medium,Medium,7,Average,Urban,Paneer Butter Masala
65,Ludhiana,Punjab,28,Summer,High,High,6,Poor,Rural,Chole Bhature
65,Jaipur,Rajasthan,37,Summer,Low,Medium,6,Good,Rural,Sprout Salad
84,Srinagar,Jammu and Kashmir,27,Summer,High,Low,9,Poor,Urban,Aam Panna
79,Srinagar,Jammu and Kashmir,13,Summer,High,High,8,Excellent,Urban,Roti with Dal Tadka
95,Nagpur,Maharashtra,22,Winter,Low,High,4,Excellent,Rural,Dal Makhani
56,Bangalore,Karnataka,36,Summer,Low,Low,8,Excellent,Rural,Quinoa Upma
80,Kolkata,West Bengal,32,Winter,Medium,Low,7,Poor,Urban,Sarson ka Saag with Makki di Roti
73,Agra,Uttar Pradesh,37,Autumn,Medium,Low,4,Average,Urban,Quinoa Upma
92,Guwahati,Assam,19,Winter,High,High,6,Average,Urban,Kadai Paneer
84,Bangalore,Karnataka,38,Winter,Medium,Medium,4,Average,Urban,Aloo Gobi
62,Guwahati,Assam,31,Monsoon,High,Medium,9,Average,Rural,Chole Bhature
50,Ahmedabad,Gujarat,22,Monsoon,Medium,High,5,Excellent,Rural,Aloo Gobi
80,Pune,Maharashtra,18,Winter,High,High,4,Poor,Rural,Moong Dal Khichdi
100,Chandigarh,Chandigarh,41,Autumn,Medium,High,4,Good,Urban,Chole Bhature
81,Kolkata,West Bengal,41,Winter,Medium,High,8,Average,Urban,Sarson ka Saag with Makki di Roti
74,Hyderabad,Telangana,37,Summer,Low,Medium,4,Excellent,Urban,Aam Panna
86,Chennai,Tamil Nadu,33,Summer,Medium,Medium,6,Good,Urban,Sprout Salad
81,Indore,Madhya Pradesh,37,Winter,High,Low,5,Good,Urban,Aloo Gobi
96,Mumbai,Maharashtra,12,Monsoon,Low,High,8,Good,Rural,Vegetable Pulao
56,Chennai,Tamil Nadu,11,Autumn,High,High,7,Excellent,Urban,Kadai Paneer
92,Ludhiana,Punjab,15,Summer,Low,High,6,Good,Urban,Vegetable Pulao
61,Ahmedabad,Gujarat,31,Winter,Medium,Medium,7,Poor,Rural,Dal Makhani
69,Indore,Madhya Pradesh,20,Winter,Low,High,5,Excellent,Urban,Gajar ka Halwa
74,Varanasi,Uttar Pradesh,42,Autumn,Medium,Low,6,Excellent,Rural,Quinoa Upma
84,Hyderabad,Telangana,27,Autumn,Medium,Medium,5,Good,Urban,Aloo Gobi
51,Delhi,Delhi,12,Autumn,Medium,Low,6,Poor,Urban,Roti with Dal Tadka
67,Indore,Madhya Pradesh,32,Summer,Low,Medium,9,Excellent,Urban,Chole Bhature
61,Pune,Maharashtra,26,Summer,Low,Medium,8,Average,Rural,Roti with Dal Tadka
88,Mumbai,Maharashtra,10,Monsoon,Medium,Low,9,Good,Urban,Quinoa Upma
57,Nagpur,Maharashtra,23,Winter,Medium,Low,9,Poor,Rural,Mutton Rogan Josh
72,Guwahati,Assam,10,Autumn,High,High,6,Average,Rural,Aloo Gobi
72,Jaipur,Rajasthan,13,Monsoon,High,Medium,9,Excellent,Rural,Paneer Butter Masala
74,Surat,Gujarat,34,Summer,Low,High,9,Good,Rural,Rajma Chawal
77,Patna,Bihar,34,Winter,Medium,Medium,9,Average,Urban,Sarson ka Saag with Makki di Roti
78,Hyderabad,Telangana,15,Winter,High,Medium,6,Good,Urban,Chole Bhature
66,Ahmedabad,Gujarat,39,Monsoon,Medium,High,5,Average,Rural,Roti with Dal Tadka
98,Visakhapatnam,Andhra Pradesh,35,Monsoon,Low,Low,6,Average,Rural,Tandoori Chicken Salad
65,Jaipur,Rajasthan,10,Monsoon,High,Low,9,Poor,Rural,Moong Dal Khichdi
73,Ahmedabad,Gujarat,40,Summer,Medium,Low,7,Poor,Urban,Tandoori Chicken Salad
95,Kolkata,West Bengal,37,Summer,High,Low,8,Poor,Urban,Curd Rice
57,Ahmedabad,Gujarat,26,Summer,Medium,Low,6,Average,Rural,Sprout Salad
84,Bangalore,Karnataka,40,Winter,Medium,Low,6,Excellent,Urban,Aloo Gobi
56,Indore,Madhya Pradesh,28,Autumn,Medium,Medium,5,Good,Urban,Roti with Dal Tadka
80,Hyderabad,Telangana,10,Summer,High,Low,7,Average,Rural,Vegetable Pulao
68,Delhi,Delhi,37,Monsoon,Medium,Low,6,Excellent,Urban,Tandoori Chicken Salad
72,Kochi,Kerala,16,Summer,Low,Low,9,Poor,Rural,Chole Bhature
90,Chandigarh,Chandigarh,42,Monsoon,High,High,6,Average,Rural,Aloo Gobi
50,Kolkata,West Bengal,18,Winter,High,Low,5,Good,Rural,Oats Idli
100,Hyderabad,Telangana,42,Summer,Medium,Medium,7,Good,Urban,Vegetable Pulao
59,Srinagar,Jammu and Kashmir,21,Summer,Low,Low,8,Poor,Rural,Roti with Dal Tadka
96,Ludhiana,Punjab,36,Winter,Medium,Medium,4,Average,Rural,Roti with Dal Tadka
57,Patna,Bihar,13,Winter,Low,Medium,9,Average,Urban,Vegetable Pulao
96,Guwahati,Assam,32,Summer,Medium,Low,9,Poor,Urban,Oats Idli
75,Varanasi,Uttar Pradesh,36,Winter,Medium,Low,7,Average,Urban,Oats Idli
53,Bhopal,Madhya Pradesh,28,Monsoon,Medium,High,4,Excellent,Rural,Dal Makhani
73,Jaipur,Rajasthan,33,Winter,Low,Low,7,Good,Rural,Tandoori Chicken Salad
58,Indore,Madhya Pradesh,35,Winter,Medium,Low,8,Average,Urban,Chole Bhature
56,Chandigarh,Chandigarh,29,Autumn,Low,Low,5,Good,Urban,Quinoa Upma
88,Bangalore,Karnataka,18,Winter,Low,Medium,5,Poor,Urban,Aloo Gobi
68,Ahmedabad,Gujarat,26,Autumn,High,Low,7,Excellent,Rural,Vegetable Pulao
80,Kolkata,West Bengal,13,Monsoon,High,High,8,Good,Urban,Paneer Butter Masala
94,Guwahati,Assam,29,Summer,Low,Low,8,Good,Urban,Paneer Butter Masala
87,Patna,Bihar,20,Autumn,Low,Low,4,Poor,Urban,Chole Bhature
82,Kolkata,West Bengal,21,Autumn,Low,Low,6,Good,Rural,Quinoa Upma
90,Mumbai,Maharashtra,40,Autumn,Medium,Medium,9,Average,Urban,Roti with Dal Tadka
56,Kochi,Kerala,32,Monsoon,High,Low,4,Good,Rural,Oats Idli
56,Jaipur,Rajasthan,41,Autumn,High,Low,4,Good,Rural,Vegetable Pulao
68,Chandigarh,Chandigarh,11,Winter,Low,Low,9,Excellent,Rural,Mutton Rogan Josh
51,Bangalore,Karnataka,28,Monsoon,Medium,High,6,Excellent,Urban,Dal Makhani
99,Agra,Uttar Pradesh,42,Monsoon,High,Medium,5,Average,Rural,Aloo Gobi
99,Lucknow,Uttar Pradesh,17,Monsoon,Medium,Low,5,Average,Rural,Corn on the Cob (Bhutta)
86,Bangalore,Karnataka,31,Summer,Low,Low,4,Good,Rural,Vegetable Pulao
61,Jaipur,Rajasthan,27,Monsoon,Low,Medium,4,Poor,Urban,Moong Dal Khichdi
68,Indore,Madhya Pradesh,41,Winter,Low,High,8,Excellent,Rural,Paneer Butter Masala
96,Varanasi,Uttar Pradesh,34,Monsoon,High,High,7,Poor,Urban,Rajma Chawal
94,Bhopal,Madhya Pradesh,33,Summer,Medium,Low,6,Poor,Urban,Curd Rice
50,Kolkata,West Bengal,27,Monsoon,Medium,Medium,6,Poor,Urban,Moong Dal Khichdi
81,Delhi,Delhi,16,Autumn,Low,Low,7,Good,Urban,Aloo Gobi
66,Bangalore,Karnataka,11,Summer,High,Low,4,Poor,Rural,Tandoori Chicken Salad
97,Kochi,Kerala,15,Winter,Low,High,4,Excellent,Rural,Mutton Rogan Josh
82,Bangalore,Karnataka,40,Summer,Medium,Low,4,Excellent,Urban,Oats Idli
94,Pune,Maharashtra,33,Autumn,High,Medium,7,Good,Rural,Roti with Dal Tadka
76,Srinagar,Jammu and Kashmir,18,Summer,High,Medium,8,Poor,Rural,Sprout Salad
97,Guwahati,Assam,22,Autumn,High,Medium,9,Poor,Urban,Chole Bhature
93,Hyderabad,Telangana,24,Summer,High,Medium,4,Average,Urban,Paneer Butter Masala
54,Ludhiana,Punjab,24,Winter,Medium,Low,5,Average,Rural,Roti with Dal Tadka
89,Lucknow,Uttar Pradesh,12,Autumn,High,Medium,8,Excellent,Rural,Vegetable Pulao
89,Kochi,Kerala,31,Autumn,High,High,5,Average,Rural,Kadai Paneer
59,Delhi,Delhi,16,Winter,Low,Low,6,Poor,Rural,Tandoori Chicken Salad
54,Visakhapatnam,Andhra Pradesh,22,Monsoon,High,Low,4,Poor,Rural,Tandoori Chicken Salad
74,Ludhiana,Punjab,36,Monsoon,High,Low,5,Excellent,Urban,Sprout Salad
57,Visakhapatnam,Andhra Pradesh,38,Winter,Medium,Medium,4,Excellent,Rural,Chole Bhature
76,Agra,Uttar Pradesh,14,Winter,High,High,6,Good,Urban,Roti with Dal Tadka
91,Srinagar,Jammu and Kashmir,28,Winter,Medium,High,6,Average,Urban,Gajar ka Halwa
75,Lucknow,Uttar Pradesh,31,Summer,High,Medium,8,Average,Rural,Paneer Butter Masala
79,Bangalore,Karnataka,15,Summer,Medium,Low,5,Excellent,Urban,Curd Rice
